"feature"	"treatment"	"doseLevel"
"947"	"IkBalpha_TNF"	"TBHQ"	"6"
"948"	"IkBalpha_TNF"	"TBHQ"	"7"
"949"	"IkBalpha_TNF"	"TBHQ"	"8"
"950"	"IkBalpha_TNF"	"Troglitazone"	"6"
"951"	"IkBalpha_TNF"	"Troglitazone"	"7"
"952"	"IkBalpha_TNF"	"Troglitazone"	"8"
"953"	"IkBalpha_TNF"	"Troglitazone"	"9"
"954"	"Necrosis WT_DMEM"	"Andrographolide"	"1"
"955"	"Necrosis WT_DMEM"	"Andrographolide"	"2"
"956"	"Necrosis WT_DMEM"	"Andrographolide"	"3"
"957"	"Necrosis WT_DMEM"	"Andrographolide"	"4"
"958"	"Necrosis WT_DMEM"	"Andrographolide"	"5"
"959"	"Necrosis WT_DMEM"	"Andrographolide"	"6"
"960"	"Necrosis WT_DMEM"	"Andrographolide"	"7"
"961"	"Necrosis WT_DMEM"	"Andrographolide"	"8"
"962"	"Necrosis WT_DMEM"	"CDDO-Me"	"1"
"963"	"Necrosis WT_DMEM"	"CDDO-Me"	"2"
"964"	"Necrosis WT_DMEM"	"CDDO-Me"	"3"
"965"	"Necrosis WT_DMEM"	"CDDO-Me"	"4"
"966"	"Necrosis WT_DMEM"	"CDDO-Me"	"5"
"967"	"Necrosis WT_DMEM"	"CDDO-Me"	"6"
"968"	"Necrosis WT_DMEM"	"CDDO-Me"	"7"
"969"	"Necrosis WT_DMEM"	"CDDO-Me"	"8"
"970"	"Necrosis WT_DMEM"	"DEM"	"1"
"971"	"Necrosis WT_DMEM"	"DEM"	"2"
"972"	"Necrosis WT_DMEM"	"DEM"	"3"
"973"	"Necrosis WT_DMEM"	"DEM"	"4"
"974"	"Necrosis WT_DMEM"	"DEM"	"5"
"975"	"Necrosis WT_DMEM"	"DEM"	"6"
"976"	"Necrosis WT_DMEM"	"DEM"	"7"
"977"	"Necrosis WT_DMEM"	"DEM"	"8"
"978"	"Necrosis WT_DMEM"	"Diclofenac"	"1"
"979"	"Necrosis WT_DMEM"	"Diclofenac"	"2"
"980"	"Necrosis WT_DMEM"	"Diclofenac"	"3"
"981"	"Necrosis WT_DMEM"	"Diclofenac"	"4"
"982"	"Necrosis WT_DMEM"	"Diclofenac"	"5"
"983"	"Necrosis WT_DMEM"	"Diclofenac"	"6"
"984"	"Necrosis WT_DMEM"	"Diclofenac"	"7"
"985"	"Necrosis WT_DMEM"	"Diclofenac"	"8"
"986"	"Necrosis WT_DMEM"	"Diclofenac"	"9"
"987"	"Necrosis WT_DMEM"	"DMSO"	"1"
"988"	"Necrosis WT_DMEM"	"Ethacrynic acid"	"1"
"989"	"Necrosis WT_DMEM"	"Ethacrynic acid"	"2"
"990"	"Necrosis WT_DMEM"	"Ethacrynic acid"	"3"
"991"	"Necrosis WT_DMEM"	"Ethacrynic acid"	"4"
"992"	"Necrosis WT_DMEM"	"Ethacrynic acid"	"5"
"993"	"Necrosis WT_DMEM"	"Ethacrynic acid"	"6"
"994"	"Necrosis WT_DMEM"	"Ethacrynic acid"	"7"
"995"	"Necrosis WT_DMEM"	"Ethacrynic acid"	"8"
"996"	"Necrosis WT_DMEM"	"Sulforaphane"	"1"
"997"	"Necrosis WT_DMEM"	"Sulforaphane"	"2"
"998"	"Necrosis WT_DMEM"	"Sulforaphane"	"3"
"999"	"Necrosis WT_DMEM"	"Sulforaphane"	"4"
"1000"	"Necrosis WT_DMEM"	"Sulforaphane"	"5"
"1001"	"Necrosis WT_DMEM"	"Sulforaphane"	"6"
"1002"	"Necrosis WT_DMEM"	"Sulforaphane"	"7"
"1003"	"Necrosis WT_DMEM"	"Sulforaphane"	"8"
"1004"	"Necrosis WT_DMEM"	"TBHQ"	"1"
"1005"	"Necrosis WT_DMEM"	"TBHQ"	"2"
"1006"	"Necrosis WT_DMEM"	"TBHQ"	"3"
"1007"	"Necrosis WT_DMEM"	"TBHQ"	"4"
"1008"	"Necrosis WT_DMEM"	"TBHQ"	"5"
"1009"	"Necrosis WT_DMEM"	"TBHQ"	"6"
"1010"	"Necrosis WT_DMEM"	"TBHQ"	"7"
"1011"	"Necrosis WT_DMEM"	"TBHQ"	"8"
"1012"	"Necrosis WT_DMEM"	"TBHQ"	"9"
"1013"	"Necrosis WT_DMEM"	"Troglitazone"	"1"
"1014"	"Necrosis WT_DMEM"	"Troglitazone"	"2"
"1015"	"Necrosis WT_DMEM"	"Troglitazone"	"3"
"1016"	"Necrosis WT_DMEM"	"Troglitazone"	"4"
"1017"	"Necrosis WT_DMEM"	"Troglitazone"	"5"
"1018"	"Necrosis WT_DMEM"	"Troglitazone"	"6"
"1019"	"Necrosis WT_DMEM"	"Troglitazone"	"7"
"1020"	"Necrosis WT_DMEM"	"Troglitazone"	"8"
"1021"	"Necrosis WT_DMEM"	"Troglitazone"	"9"
"1022"	"Necrosis WT_IL1"	"Andrographolide"	"1"
"1023"	"Necrosis WT_IL1"	"Andrographolide"	"2"
"1024"	"Necrosis WT_IL1"	"Andrographolide"	"3"
"1025"	"Necrosis WT_IL1"	"Andrographolide"	"4"
"1026"	"Necrosis WT_IL1"	"Andrographolide"	"5"
"1027"	"Necrosis WT_IL1"	"Andrographolide"	"6"
"1028"	"Necrosis WT_IL1"	"Andrographolide"	"7"
"1029"	"Necrosis WT_IL1"	"Andrographolide"	"8"
"1030"	"Necrosis WT_IL1"	"CDDO-Me"	"1"
"1031"	"Necrosis WT_IL1"	"CDDO-Me"	"2"
"1032"	"Necrosis WT_IL1"	"CDDO-Me"	"3"
"1033"	"Necrosis WT_IL1"	"CDDO-Me"	"4"
"1034"	"Necrosis WT_IL1"	"CDDO-Me"	"5"
"1035"	"Necrosis WT_IL1"	"CDDO-Me"	"6"
"1036"	"Necrosis WT_IL1"	"CDDO-Me"	"7"
"1037"	"Necrosis WT_IL1"	"CDDO-Me"	"8"
"1038"	"Necrosis WT_IL1"	"DEM"	"1"
"1039"	"Necrosis WT_IL1"	"DEM"	"2"
"1040"	"Necrosis WT_IL1"	"DEM"	"3"
"1041"	"Necrosis WT_IL1"	"DEM"	"4"
"1042"	"Necrosis WT_IL1"	"DEM"	"5"
"1043"	"Necrosis WT_IL1"	"DEM"	"6"
"1044"	"Necrosis WT_IL1"	"DEM"	"7"
"1045"	"Necrosis WT_IL1"	"DEM"	"8"
"1046"	"Necrosis WT_IL1"	"Diclofenac"	"1"
"1047"	"Necrosis WT_IL1"	"Diclofenac"	"2"
"1048"	"Necrosis WT_IL1"	"Diclofenac"	"3"
"1049"	"Necrosis WT_IL1"	"Diclofenac"	"4"
"1050"	"Necrosis WT_IL1"	"Diclofenac"	"5"
"1051"	"Necrosis WT_IL1"	"Diclofenac"	"6"
"1052"	"Necrosis WT_IL1"	"Diclofenac"	"7"
"1053"	"Necrosis WT_IL1"	"Diclofenac"	"8"
"1054"	"Necrosis WT_IL1"	"Diclofenac"	"9"
"1055"	"Necrosis WT_IL1"	"DMSO"	"1"
"1056"	"Necrosis WT_IL1"	"Ethacrynic acid"	"1"
"1057"	"Necrosis WT_IL1"	"Ethacrynic acid"	"2"
"1058"	"Necrosis WT_IL1"	"Ethacrynic acid"	"3"
"1059"	"Necrosis WT_IL1"	"Ethacrynic acid"	"4"
"1060"	"Necrosis WT_IL1"	"Ethacrynic acid"	"5"
"1061"	"Necrosis WT_IL1"	"Ethacrynic acid"	"6"
"1062"	"Necrosis WT_IL1"	"Ethacrynic acid"	"7"
"1063"	"Necrosis WT_IL1"	"Ethacrynic acid"	"8"
"1064"	"Necrosis WT_IL1"	"Sulforaphane"	"1"
"1065"	"Necrosis WT_IL1"	"Sulforaphane"	"2"
"1066"	"Necrosis WT_IL1"	"Sulforaphane"	"3"
"1067"	"Necrosis WT_IL1"	"Sulforaphane"	"4"
"1068"	"Necrosis WT_IL1"	"Sulforaphane"	"5"
"1069"	"Necrosis WT_IL1"	"Sulforaphane"	"6"
"1070"	"Necrosis WT_IL1"	"Sulforaphane"	"7"
"1071"	"Necrosis WT_IL1"	"Sulforaphane"	"8"
"1072"	"Necrosis WT_IL1"	"TBHQ"	"1"
"1073"	"Necrosis WT_IL1"	"TBHQ"	"2"
"1074"	"Necrosis WT_IL1"	"TBHQ"	"3"
"1075"	"Necrosis WT_IL1"	"TBHQ"	"4"
"1076"	"Necrosis WT_IL1"	"TBHQ"	"5"
"1077"	"Necrosis WT_IL1"	"TBHQ"	"6"
"1078"	"Necrosis WT_IL1"	"TBHQ"	"7"
"1079"	"Necrosis WT_IL1"	"TBHQ"	"8"
"1080"	"Necrosis WT_IL1"	"TBHQ"	"9"
"1081"	"Necrosis WT_IL1"	"Troglitazone"	"1"
"1082"	"Necrosis WT_IL1"	"Troglitazone"	"2"
"1083"	"Necrosis WT_IL1"	"Troglitazone"	"3"
"1084"	"Necrosis WT_IL1"	"Troglitazone"	"4"
"1085"	"Necrosis WT_IL1"	"Troglitazone"	"5"
"1086"	"Necrosis WT_IL1"	"Troglitazone"	"6"
"1087"	"Necrosis WT_IL1"	"Troglitazone"	"7"
"1088"	"Necrosis WT_IL1"	"Troglitazone"	"8"
"1089"	"Necrosis WT_IL1"	"Troglitazone"	"9"
"1090"	"Necrosis WT_TNF"	"Andrographolide"	"1"
"1091"	"Necrosis WT_TNF"	"Andrographolide"	"2"
"1092"	"Necrosis WT_TNF"	"Andrographolide"	"3"
"1093"	"Necrosis WT_TNF"	"Andrographolide"	"4"
"1094"	"Necrosis WT_TNF"	"Andrographolide"	"5"
"1095"	"Necrosis WT_TNF"	"Andrographolide"	"6"
"1096"	"Necrosis WT_TNF"	"Andrographolide"	"7"
"1097"	"Necrosis WT_TNF"	"Andrographolide"	"8"
"1098"	"Necrosis WT_TNF"	"CDDO-Me"	"1"
"1099"	"Necrosis WT_TNF"	"CDDO-Me"	"2"
"1100"	"Necrosis WT_TNF"	"CDDO-Me"	"3"
"1101"	"Necrosis WT_TNF"	"CDDO-Me"	"4"
"1102"	"Necrosis WT_TNF"	"CDDO-Me"	"5"
"1103"	"Necrosis WT_TNF"	"CDDO-Me"	"6"
"1104"	"Necrosis WT_TNF"	"CDDO-Me"	"7"
"1105"	"Necrosis WT_TNF"	"CDDO-Me"	"8"
"1106"	"Necrosis WT_TNF"	"DEM"	"1"
"1107"	"Necrosis WT_TNF"	"DEM"	"2"
"1108"	"Necrosis WT_TNF"	"DEM"	"3"
"1109"	"Necrosis WT_TNF"	"DEM"	"4"
"1110"	"Necrosis WT_TNF"	"DEM"	"5"
"1111"	"Necrosis WT_TNF"	"DEM"	"6"
"1112"	"Necrosis WT_TNF"	"DEM"	"7"
"1113"	"Necrosis WT_TNF"	"DEM"	"8"
"1114"	"Necrosis WT_TNF"	"Diclofenac"	"1"
"1115"	"Necrosis WT_TNF"	"Diclofenac"	"2"
"1116"	"Necrosis WT_TNF"	"Diclofenac"	"3"
"1117"	"Necrosis WT_TNF"	"Diclofenac"	"4"
"1118"	"Necrosis WT_TNF"	"Diclofenac"	"5"
"1119"	"Necrosis WT_TNF"	"Diclofenac"	"6"
"1120"	"Necrosis WT_TNF"	"Diclofenac"	"7"
"1121"	"Necrosis WT_TNF"	"Diclofenac"	"8"
"1122"	"Necrosis WT_TNF"	"Diclofenac"	"9"
"1123"	"Necrosis WT_TNF"	"DMSO"	"1"
"1124"	"Necrosis WT_TNF"	"Ethacrynic acid"	"1"
"1125"	"Necrosis WT_TNF"	"Ethacrynic acid"	"2"
"1126"	"Necrosis WT_TNF"	"Ethacrynic acid"	"3"
"1127"	"Necrosis WT_TNF"	"Ethacrynic acid"	"4"
"1128"	"Necrosis WT_TNF"	"Ethacrynic acid"	"5"
"1129"	"Necrosis WT_TNF"	"Ethacrynic acid"	"6"
"1130"	"Necrosis WT_TNF"	"Ethacrynic acid"	"7"
"1131"	"Necrosis WT_TNF"	"Ethacrynic acid"	"8"
"1132"	"Necrosis WT_TNF"	"Sulforaphane"	"1"
"1133"	"Necrosis WT_TNF"	"Sulforaphane"	"2"
"1134"	"Necrosis WT_TNF"	"Sulforaphane"	"3"
"1135"	"Necrosis WT_TNF"	"Sulforaphane"	"4"
"1136"	"Necrosis WT_TNF"	"Sulforaphane"	"5"
"1137"	"Necrosis WT_TNF"	"Sulforaphane"	"6"
"1138"	"Necrosis WT_TNF"	"Sulforaphane"	"7"
"1139"	"Necrosis WT_TNF"	"Sulforaphane"	"8"
"1140"	"Necrosis WT_TNF"	"TBHQ"	"1"
"1141"	"Necrosis WT_TNF"	"TBHQ"	"2"
"1142"	"Necrosis WT_TNF"	"TBHQ"	"3"
"1143"	"Necrosis WT_TNF"	"TBHQ"	"4"
"1144"	"Necrosis WT_TNF"	"TBHQ"	"5"
"1145"	"Necrosis WT_TNF"	"TBHQ"	"6"
"1146"	"Necrosis WT_TNF"	"TBHQ"	"7"
"1147"	"Necrosis WT_TNF"	"TBHQ"	"8"
"1148"	"Necrosis WT_TNF"	"TBHQ"	"9"
"1149"	"Necrosis WT_TNF"	"Troglitazone"	"1"
"1150"	"Necrosis WT_TNF"	"Troglitazone"	"2"
"1151"	"Necrosis WT_TNF"	"Troglitazone"	"3"
"1152"	"Necrosis WT_TNF"	"Troglitazone"	"4"
"1153"	"Necrosis WT_TNF"	"Troglitazone"	"5"
"1154"	"Necrosis WT_TNF"	"Troglitazone"	"6"
"1155"	"Necrosis WT_TNF"	"Troglitazone"	"7"
"1156"	"Necrosis WT_TNF"	"Troglitazone"	"8"
"1157"	"Necrosis WT_TNF"	"Troglitazone"	"9"
"1158"	"Nrf2_DMEM"	"Andrographolide"	"1"
"1159"	"Nrf2_DMEM"	"Andrographolide"	"2"
"1160"	"Nrf2_DMEM"	"Andrographolide"	"3"
"1161"	"Nrf2_DMEM"	"Andrographolide"	"4"
"1162"	"Nrf2_DMEM"	"Andrographolide"	"5"
"1163"	"Nrf2_DMEM"	"Andrographolide"	"6"
"1164"	"Nrf2_DMEM"	"Andrographolide"	"7"
"1165"	"Nrf2_DMEM"	"Andrographolide"	"8"
"1166"	"Nrf2_DMEM"	"CDDO-Me"	"1"
"1167"	"Nrf2_DMEM"	"CDDO-Me"	"2"
"1168"	"Nrf2_DMEM"	"CDDO-Me"	"3"
"1169"	"Nrf2_DMEM"	"CDDO-Me"	"4"
"1170"	"Nrf2_DMEM"	"CDDO-Me"	"5"
"1171"	"Nrf2_DMEM"	"CDDO-Me"	"6"
"1172"	"Nrf2_DMEM"	"CDDO-Me"	"7"
"1173"	"Nrf2_DMEM"	"CDDO-Me"	"8"
"1174"	"Nrf2_DMEM"	"DEM"	"1"
"1175"	"Nrf2_DMEM"	"DEM"	"2"
"1176"	"Nrf2_DMEM"	"DEM"	"3"
"1177"	"Nrf2_DMEM"	"DEM"	"4"
"1178"	"Nrf2_DMEM"	"DEM"	"5"
"1179"	"Nrf2_DMEM"	"DEM"	"6"
"1180"	"Nrf2_DMEM"	"DEM"	"7"
"1181"	"Nrf2_DMEM"	"DEM"	"8"
"1182"	"Nrf2_DMEM"	"Diclofenac"	"1"
"1183"	"Nrf2_DMEM"	"Diclofenac"	"2"
"1184"	"Nrf2_DMEM"	"Diclofenac"	"3"
"1185"	"Nrf2_DMEM"	"Diclofenac"	"4"
"1186"	"Nrf2_DMEM"	"Diclofenac"	"5"
"1187"	"Nrf2_DMEM"	"Diclofenac"	"6"
"1188"	"Nrf2_DMEM"	"Diclofenac"	"7"
"1189"	"Nrf2_DMEM"	"Diclofenac"	"8"
"1190"	"Nrf2_DMEM"	"Diclofenac"	"9"
"1191"	"Nrf2_DMEM"	"DMSO"	"1"
"1192"	"Nrf2_DMEM"	"Ethacrynic acid"	"1"
"1193"	"Nrf2_DMEM"	"Ethacrynic acid"	"2"
"1194"	"Nrf2_DMEM"	"Ethacrynic acid"	"3"
"1195"	"Nrf2_DMEM"	"Ethacrynic acid"	"4"
"1196"	"Nrf2_DMEM"	"Ethacrynic acid"	"5"
"1197"	"Nrf2_DMEM"	"Ethacrynic acid"	"6"
"1198"	"Nrf2_DMEM"	"Ethacrynic acid"	"7"
"1199"	"Nrf2_DMEM"	"Ethacrynic acid"	"8"
"1200"	"Nrf2_DMEM"	"Sulforaphane"	"1"
"1201"	"Nrf2_DMEM"	"Sulforaphane"	"2"
"1202"	"Nrf2_DMEM"	"Sulforaphane"	"3"
"1203"	"Nrf2_DMEM"	"Sulforaphane"	"4"
"1204"	"Nrf2_DMEM"	"Sulforaphane"	"5"
"1205"	"Nrf2_DMEM"	"Sulforaphane"	"6"
"1206"	"Nrf2_DMEM"	"Sulforaphane"	"7"
"1207"	"Nrf2_DMEM"	"Sulforaphane"	"8"
"1208"	"Nrf2_DMEM"	"TBHQ"	"1"
"1209"	"Nrf2_DMEM"	"TBHQ"	"2"
"1210"	"Nrf2_DMEM"	"TBHQ"	"3"
"1211"	"Nrf2_DMEM"	"TBHQ"	"4"
"1212"	"Nrf2_DMEM"	"TBHQ"	"5"
"1213"	"Nrf2_DMEM"	"TBHQ"	"6"
"1214"	"Nrf2_DMEM"	"TBHQ"	"7"
"1215"	"Nrf2_DMEM"	"TBHQ"	"8"
"1216"	"Nrf2_DMEM"	"TBHQ"	"9"
"1217"	"Nrf2_DMEM"	"Troglitazone"	"1"
"1218"	"Nrf2_DMEM"	"Troglitazone"	"2"
"1219"	"Nrf2_DMEM"	"Troglitazone"	"4"
"1220"	"Nrf2_DMEM"	"Troglitazone"	"5"
"1221"	"Nrf2_DMEM"	"Troglitazone"	"6"
"1222"	"Nrf2_DMEM"	"Troglitazone"	"7"
"1223"	"Nrf2_DMEM"	"Troglitazone"	"8"
"1224"	"Nrf2_DMEM"	"Troglitazone"	"9"
"1225"	"RelA_IL1"	"Andrographolide"	"4"
"1226"	"RelA_IL1"	"Andrographolide"	"5"
"1227"	"RelA_IL1"	"Andrographolide"	"6"
"1228"	"RelA_IL1"	"Andrographolide"	"7"
"1229"	"RelA_IL1"	"Andrographolide"	"8"
"1230"	"RelA_IL1"	"CDDO-Me"	"2"
"1231"	"RelA_IL1"	"CDDO-Me"	"5"
"1232"	"RelA_IL1"	"CDDO-Me"	"7"
"1233"	"RelA_IL1"	"CDDO-Me"	"8"
"1234"	"RelA_IL1"	"DEM"	"4"
"1235"	"RelA_IL1"	"DEM"	"5"
"1236"	"RelA_IL1"	"DEM"	"7"
"1237"	"RelA_IL1"	"DEM"	"8"
"1238"	"RelA_IL1"	"Diclofenac"	"1"
"1239"	"RelA_IL1"	"Diclofenac"	"4"
"1240"	"RelA_IL1"	"Diclofenac"	"7"
"1241"	"RelA_IL1"	"Diclofenac"	"9"
"1242"	"RelA_IL1"	"DMSO"	"1"
"1243"	"RelA_IL1"	"Ethacrynic acid"	"5"
"1244"	"RelA_IL1"	"Ethacrynic acid"	"6"
"1245"	"RelA_IL1"	"Ethacrynic acid"	"7"
"1246"	"RelA_IL1"	"Ethacrynic acid"	"8"
"1247"	"RelA_IL1"	"Sulforaphane"	"5"
"1248"	"RelA_IL1"	"Sulforaphane"	"6"
"1249"	"RelA_IL1"	"Sulforaphane"	"7"
"1250"	"RelA_IL1"	"Sulforaphane"	"8"
"1251"	"RelA_IL1"	"TBHQ"	"4"
"1252"	"RelA_IL1"	"TBHQ"	"5"
"1253"	"RelA_IL1"	"TBHQ"	"6"
"1254"	"RelA_IL1"	"TBHQ"	"7"
"1255"	"RelA_IL1"	"TBHQ"	"8"
"1256"	"RelA_IL1"	"Troglitazone"	"6"
"1257"	"RelA_IL1"	"Troglitazone"	"7"
"1258"	"RelA_IL1"	"Troglitazone"	"8"
"1259"	"RelA_IL1"	"Troglitazone"	"9"
"1260"	"RelA_TNF"	"Andrographolide"	"4"
"1261"	"RelA_TNF"	"Andrographolide"	"5"
"1262"	"RelA_TNF"	"Andrographolide"	"6"
"1263"	"RelA_TNF"	"Andrographolide"	"7"
"1264"	"RelA_TNF"	"Andrographolide"	"8"
"1265"	"RelA_TNF"	"CDDO-Me"	"2"
"1266"	"RelA_TNF"	"CDDO-Me"	"5"
"1267"	"RelA_TNF"	"CDDO-Me"	"7"
"1268"	"RelA_TNF"	"CDDO-Me"	"8"
"1269"	"RelA_TNF"	"DEM"	"4"
"1270"	"RelA_TNF"	"DEM"	"5"
"1271"	"RelA_TNF"	"DEM"	"7"
"1272"	"RelA_TNF"	"DEM"	"8"
"1273"	"RelA_TNF"	"Diclofenac"	"1"
"1274"	"RelA_TNF"	"Diclofenac"	"4"
"1275"	"RelA_TNF"	"Diclofenac"	"7"
"1276"	"RelA_TNF"	"Diclofenac"	"9"
"1277"	"RelA_TNF"	"DMSO"	"1"
"1278"	"RelA_TNF"	"Ethacrynic acid"	"5"
"1279"	"RelA_TNF"	"Ethacrynic acid"	"6"
"1280"	"RelA_TNF"	"Ethacrynic acid"	"7"
"1281"	"RelA_TNF"	"Ethacrynic acid"	"8"
"1282"	"RelA_TNF"	"Sulforaphane"	"5"
"1283"	"RelA_TNF"	"Sulforaphane"	"6"
"1284"	"RelA_TNF"	"Sulforaphane"	"7"
"1285"	"RelA_TNF"	"Sulforaphane"	"8"
"1286"	"RelA_TNF"	"TBHQ"	"4"
"1287"	"RelA_TNF"	"TBHQ"	"5"
"1288"	"RelA_TNF"	"TBHQ"	"6"
"1289"	"RelA_TNF"	"TBHQ"	"7"
"1290"	"RelA_TNF"	"TBHQ"	"8"
"1291"	"RelA_TNF"	"Troglitazone"	"6"
"1292"	"RelA_TNF"	"Troglitazone"	"7"
"1293"	"RelA_TNF"	"Troglitazone"	"8"
"1294"	"RelA_TNF"	"Troglitazone"	"9"
"1295"	"SRXN1_DMEM"	"Andrographolide"	"1"
"1296"	"SRXN1_DMEM"	"Andrographolide"	"2"
"1297"	"SRXN1_DMEM"	"Andrographolide"	"3"
"1298"	"SRXN1_DMEM"	"Andrographolide"	"4"
"1299"	"SRXN1_DMEM"	"Andrographolide"	"5"
"1300"	"SRXN1_DMEM"	"Andrographolide"	"6"
"1301"	"SRXN1_DMEM"	"Andrographolide"	"7"
"1302"	"SRXN1_DMEM"	"Andrographolide"	"8"
"1303"	"SRXN1_DMEM"	"CDDO-Me"	"1"
"1304"	"SRXN1_DMEM"	"CDDO-Me"	"2"
"1305"	"SRXN1_DMEM"	"CDDO-Me"	"3"
"1306"	"SRXN1_DMEM"	"CDDO-Me"	"4"
"1307"	"SRXN1_DMEM"	"CDDO-Me"	"5"
"1308"	"SRXN1_DMEM"	"CDDO-Me"	"6"
"1309"	"SRXN1_DMEM"	"CDDO-Me"	"7"
"1310"	"SRXN1_DMEM"	"CDDO-Me"	"8"
"1311"	"SRXN1_DMEM"	"DEM"	"1"
"1312"	"SRXN1_DMEM"	"DEM"	"2"
"1313"	"SRXN1_DMEM"	"DEM"	"3"
"1314"	"SRXN1_DMEM"	"DEM"	"4"
"1315"	"SRXN1_DMEM"	"DEM"	"5"
"1316"	"SRXN1_DMEM"	"DEM"	"6"
"1317"	"SRXN1_DMEM"	"DEM"	"7"
"1318"	"SRXN1_DMEM"	"DEM"	"8"
"1319"	"SRXN1_DMEM"	"Diclofenac"	"1"
"1320"	"SRXN1_DMEM"	"Diclofenac"	"2"
"1321"	"SRXN1_DMEM"	"Diclofenac"	"3"
"1322"	"SRXN1_DMEM"	"Diclofenac"	"4"
"1323"	"SRXN1_DMEM"	"Diclofenac"	"5"
"1324"	"SRXN1_DMEM"	"Diclofenac"	"6"
"1325"	"SRXN1_DMEM"	"Diclofenac"	"7"
"1326"	"SRXN1_DMEM"	"Diclofenac"	"8"
"1327"	"SRXN1_DMEM"	"Diclofenac"	"9"
"1328"	"SRXN1_DMEM"	"DMSO"	"1"
"1329"	"SRXN1_DMEM"	"Ethacrynic acid"	"1"
"1330"	"SRXN1_DMEM"	"Ethacrynic acid"	"2"
"1331"	"SRXN1_DMEM"	"Ethacrynic acid"	"3"
"1332"	"SRXN1_DMEM"	"Ethacrynic acid"	"4"
"1333"	"SRXN1_DMEM"	"Ethacrynic acid"	"5"
"1334"	"SRXN1_DMEM"	"Ethacrynic acid"	"6"
"1335"	"SRXN1_DMEM"	"Ethacrynic acid"	"7"
"1336"	"SRXN1_DMEM"	"Ethacrynic acid"	"8"
"1337"	"SRXN1_DMEM"	"Sulforaphane"	"1"
"1338"	"SRXN1_DMEM"	"Sulforaphane"	"2"
"1339"	"SRXN1_DMEM"	"Sulforaphane"	"3"
"1340"	"SRXN1_DMEM"	"Sulforaphane"	"4"
"1341"	"SRXN1_DMEM"	"Sulforaphane"	"5"
"1342"	"SRXN1_DMEM"	"Sulforaphane"	"6"
"1343"	"SRXN1_DMEM"	"Sulforaphane"	"7"
"1344"	"SRXN1_DMEM"	"Sulforaphane"	"8"
"1345"	"SRXN1_DMEM"	"TBHQ"	"1"
"1346"	"SRXN1_DMEM"	"TBHQ"	"2"
"1347"	"SRXN1_DMEM"	"TBHQ"	"3"
"1348"	"SRXN1_DMEM"	"TBHQ"	"4"
"1349"	"SRXN1_DMEM"	"TBHQ"	"5"
"1350"	"SRXN1_DMEM"	"TBHQ"	"6"
"1351"	"SRXN1_DMEM"	"TBHQ"	"7"
"1352"	"SRXN1_DMEM"	"TBHQ"	"8"
"1353"	"SRXN1_DMEM"	"TBHQ"	"9"
"1354"	"SRXN1_DMEM"	"Troglitazone"	"1"
"1355"	"SRXN1_DMEM"	"Troglitazone"	"2"
"1356"	"SRXN1_DMEM"	"Troglitazone"	"3"
"1357"	"SRXN1_DMEM"	"Troglitazone"	"4"
"1358"	"SRXN1_DMEM"	"Troglitazone"	"5"
"1359"	"SRXN1_DMEM"	"Troglitazone"	"6"
"1360"	"SRXN1_DMEM"	"Troglitazone"	"7"
"1361"	"SRXN1_DMEM"	"Troglitazone"	"8"
"1362"	"SRXN1_DMEM"	"Troglitazone"	"9"
